rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
9,23:44:28,spread,small,large,138.882705198,27.4151933657
9,23:44:29,spread,small,large,120.980647969,26.8153216866
9,23:44:30,spread,small,large,133.932472443,26.9689133805
9,23:44:31,spread,small,large,133.148793296,26.8667562968
9,23:44:32,spread,small,large,129.472827565,27.3586951226
9,23:44:33,spread,small,large,134.995800131,27.4615922168
9,23:44:34,spread,small,large,122.797514023,27.725217274
9,23:44:35,spread,small,large,120.191564915,26.7012606676
9,23:44:36,spread,small,large,125.252957874,27.0733454007
9,23:44:37,spread,small,large,124.99947369,27.0617094301
9,23:44:38,spread,small,large,127.845580415,27.3431865116
9,23:44:39,spread,small,large,125.903966614,28.0740250758
9,23:44:40,spread,small,large,120.953216833,26.5665489385
9,23:44:41,spread,small,large,177.615156859,27.9326104044
9,23:44:42,spread,small,large,170.253597427,28.2698783245
9,23:44:43,spread,small,large,178.623151643,26.5305675194
9,23:44:44,spread,small,large,172.5584939,28.4688023361
9,23:44:45,spread,small,large,181.540182274,26.6613218294
9,23:44:46,spread,small,large,205.39809148,28.021876872
9,23:44:47,spread,small,large,207.516945393,27.8045881104
9,23:44:48,spread,small,large,205.90215911,26.8699886295
9,23:44:49,spread,small,large,202.279690651,28.4804068521
9,23:44:50,spread,small,large,208.311990997,28.2881066609
