rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
5,11:17:20,spread,small,small,121.754966959,28.1091819395
5,11:17:21,spread,small,small,122.223466833,27.5154193896
5,11:17:22,spread,small,small,124.856153745,28.2176931923
5,11:17:23,spread,small,small,136.974120911,27.8324661027
5,11:17:24,spread,small,small,132.426740032,27.1914623909
5,11:17:25,spread,small,small,174.056180325,27.3468877464
5,11:17:26,spread,small,small,181.874851962,28.0079314235
5,11:17:27,spread,small,small,175.756676851,27.1138291942
5,11:17:28,spread,small,small,172.950602122,27.0686005672
5,11:17:29,spread,small,small,175.012710816,27.3642313833
5,11:17:30,spread,small,small,172.089173452,27.8758340686
5,11:17:31,spread,small,small,180.090682406,26.5824589738
5,11:17:32,spread,small,small,204.465564624,27.3512339778
5,11:17:33,spread,small,small,208.499876973,28.3907973182
5,11:17:34,spread,small,small,207.158683402,27.4601546558
5,11:17:35,spread,small,small,205.841693017,27.3588858069
5,11:17:36,spread,small,small,205.686805705,26.6277293423
