rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
10,20:06:38,consolidation,small,small,88.8722013085,29.2467006695
10,20:06:39,consolidation,small,small,80.4960156806,29.262939925
10,20:06:40,consolidation,small,small,70.3783680657,28.6976277916
10,20:06:41,consolidation,small,small,83.2922383405,29.3543012038
10,20:06:42,consolidation,small,small,75.1401178093,29.1435144803
10,20:06:43,consolidation,small,small,79.0030804955,29.1636794795
10,20:06:44,consolidation,small,small,88.6081216444,28.9361404592
10,20:06:45,consolidation,small,small,73.290108396,28.5932816259
10,20:06:46,consolidation,small,small,80.4538783592,28.8246801926
10,20:06:47,consolidation,small,small,76.581105735,28.7983718907
10,20:06:48,consolidation,small,small,77.7809081901,29.4286692081
10,20:06:49,consolidation,small,small,88.9811987813,29.4879389574
10,20:06:50,consolidation,small,small,70.7501699498,28.8784096432
10,20:06:51,consolidation,small,small,82.3242601917,28.5832887824
10,20:06:52,consolidation,small,small,77.6182867075,29.1466864269
10,20:06:53,consolidation,small,small,74.6647502091,28.6463410367
10,20:06:54,consolidation,small,small,87.4329885958,29.1456699055
10,20:06:55,consolidation,small,small,82.8038691303,28.8714192591
10,20:06:56,consolidation,small,small,124.66538184,29.2209666116
10,20:06:57,consolidation,small,small,128.001829346,28.7999554142
10,20:06:58,consolidation,small,small,110.848879655,28.8355206541
10,20:06:59,consolidation,small,small,122.885025223,29.0247091461
10,20:07:00,consolidation,small,small,119.460847154,29.3645240295
10,20:07:01,consolidation,small,small,128.387480571,28.8095493565
10,20:07:02,consolidation,small,small,125.480785574,28.5516565537
10,20:07:03,consolidation,small,small,126.679294249,28.5030974854
10,20:07:04,consolidation,small,small,116.353533099,28.9600558763
10,20:07:05,consolidation,small,small,119.42338893,28.8173018491
10,20:07:06,consolidation,small,small,135.758189466,28.6049699777
10,20:07:07,consolidation,small,small,134.233644066,29.2551549789
10,20:07:08,consolidation,small,small,137.442843491,28.6065245387
10,20:07:09,consolidation,small,small,136.019886091,29.0375723821
10,20:07:10,consolidation,small,small,131.853725805,28.6867172042
10,20:07:11,consolidation,small,small,135.167832199,29.3793808644
10,20:07:12,consolidation,small,small,139.602402743,29.3951743075
10,20:07:13,consolidation,small,small,137.269147464,28.8179995151
10,20:07:14,consolidation,small,small,133.011037435,28.8355392105
10,20:07:15,consolidation,small,small,139.885278937,29.4350083904
10,20:07:16,consolidation,small,small,137.806346438,28.6519361281
10,20:07:17,consolidation,small,small,135.814679608,29.4283177019
10,20:07:18,consolidation,small,small,138.191094361,28.5496908223
10,20:07:19,consolidation,small,small,130.360085419,28.7610738482
10,20:07:20,consolidation,small,small,139.714503777,29.3499532556
10,20:07:21,consolidation,small,small,135.667674468,29.0034000497
10,20:07:22,consolidation,small,small,138.798873973,28.8914487381
10,20:07:23,consolidation,small,small,135.699928369,29.2773579826
