rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
17,23:53:44,spread,small,large,134.245530963,28.3777725896
17,23:53:45,spread,small,large,126.757921586,28.047573147
17,23:53:46,spread,small,large,139.721087987,26.6083821376
17,23:53:47,spread,small,large,123.600914113,28.4191299322
17,23:53:48,spread,small,large,125.689580285,27.7135619963
17,23:53:49,spread,small,large,133.509848959,27.077143529
17,23:53:50,spread,small,large,120.235109727,26.7956699998
17,23:53:51,spread,small,large,135.965244994,27.5095835812
17,23:53:52,spread,small,large,133.266654022,28.3339170517
17,23:53:53,spread,small,large,134.090806996,26.7222218361
17,23:53:54,spread,small,large,130.745548612,28.1679702867
17,23:53:55,spread,small,large,130.997513323,27.7802371893
17,23:53:56,spread,small,large,179.37048294,28.3544207591
17,23:53:57,spread,small,large,177.800209284,28.327731903
17,23:53:58,spread,small,large,176.511304668,27.5502124228
17,23:53:59,spread,small,large,173.649958604,28.2687625374
17,23:54:00,spread,small,large,188.025831795,26.8135367624
17,23:54:01,spread,small,large,182.037449399,26.7607031513
17,23:54:02,spread,small,large,172.591985945,27.5457782997
17,23:54:03,spread,small,large,179.408056045,27.4842362381
17,23:54:04,spread,small,large,201.303696433,26.7485311968
17,23:54:05,spread,small,large,208.523959373,26.6410228849
17,23:54:06,spread,small,large,204.391538547,27.3989077322
17,23:54:07,spread,small,large,203.997672478,27.9408039853
17,23:54:08,spread,small,large,202.807025941,27.7936528486
17,23:54:09,spread,small,large,208.972285969,28.0275598937
17,23:54:10,spread,small,large,200.288087917,27.8760262717
17,23:54:11,spread,small,large,205.480982915,27.1331743917
17,23:54:12,spread,small,large,200.055281581,28.3258368532
17,23:54:13,spread,small,large,201.358688619,27.2750532901
