rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
2,11:14:36,spread,small,small,128.558829874,27.8918058918
2,11:14:37,spread,small,small,136.039430342,26.807300638
2,11:14:38,spread,small,small,133.213824983,26.8750078455
2,11:14:39,spread,small,small,120.549793148,26.83461318
2,11:14:40,spread,small,small,122.03592223,26.5211850998
2,11:14:41,spread,small,small,182.849818325,27.6390370086
2,11:14:42,spread,small,small,176.517088799,27.3804332383
2,11:14:43,spread,small,small,170.807452379,28.2040926061
2,11:14:44,spread,small,small,186.081127103,27.5753272144
2,11:14:45,spread,small,small,189.263864556,27.9181367497
2,11:14:46,spread,small,small,175.369863257,27.8059141701
2,11:14:47,spread,small,small,185.727800774,27.4262857618
2,11:14:48,spread,small,small,177.815902206,26.8937622013
2,11:14:49,spread,small,small,209.801113584,27.9661961663
2,11:14:50,spread,small,small,201.561896815,27.7129966795
2,11:14:51,spread,small,small,204.219907572,28.1806680838
2,11:14:52,spread,small,small,201.218231249,27.5900625817
