rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
9,16:07:49,consolidation,large,large,79.2557224428,28.5171909119
9,16:07:50,consolidation,large,large,78.385181205,29.0674164928
9,16:07:51,consolidation,large,large,79.5205870669,28.5539473497
9,16:07:52,consolidation,large,large,86.723973455,29.0014305434
9,16:07:53,consolidation,large,large,84.8167119752,29.3800108453
9,16:07:54,consolidation,large,large,85.4280201598,29.2995132635
9,16:07:55,consolidation,large,large,82.5504090006,28.7377010891
9,16:07:56,consolidation,large,large,78.9202730192,29.3699886172
9,16:07:57,consolidation,large,large,89.5490633985,29.4217227924
9,16:07:58,consolidation,large,large,85.2822891166,29.2667473174
9,16:07:59,consolidation,large,large,76.6557013509,29.0425427622
9,16:08:00,consolidation,large,large,85.6141694452,29.1329244264
9,16:08:01,consolidation,large,large,79.7183336399,28.8584807454
9,16:08:02,consolidation,large,large,72.9695123502,28.5221372636
9,16:08:03,consolidation,large,large,71.7588170842,29.1862200928
9,16:08:04,consolidation,large,large,71.4616056233,29.3395116255
9,16:08:05,consolidation,large,large,79.8959074686,29.0527540493
9,16:08:06,consolidation,large,large,89.1795431218,29.4523954074
9,16:08:07,consolidation,large,large,77.0949993132,28.5608706212
9,16:08:08,consolidation,large,large,84.2497054051,29.2971788805
9,16:08:09,consolidation,large,large,85.7952886259,28.5761140292
9,16:08:10,consolidation,large,large,125.01214038,28.76415905
9,16:08:11,consolidation,large,large,110.238317363,29.3537084584
9,16:08:12,consolidation,large,large,127.03861093,28.7978153232
9,16:08:13,consolidation,large,large,116.210259148,29.1224698545
9,16:08:14,consolidation,large,large,113.584373274,29.098391524
9,16:08:15,consolidation,large,large,120.56312366,29.3195508771
9,16:08:16,consolidation,large,large,115.280389606,28.9085797344
9,16:08:17,consolidation,large,large,122.545187388,28.7549668578
9,16:08:18,consolidation,large,large,116.47914624,28.8502493857
9,16:08:19,consolidation,large,large,129.926435525,28.9477063049
9,16:08:20,consolidation,large,large,117.93193928,29.0268995428
9,16:08:21,consolidation,large,large,128.480073523,28.7054282569
9,16:08:22,consolidation,large,large,124.115483109,29.1173950164
9,16:08:23,consolidation,large,large,124.912452885,29.1842946911
9,16:08:24,consolidation,large,large,119.778460729,29.3805619985
9,16:08:25,consolidation,large,large,114.726773362,29.0011109344
9,16:08:26,consolidation,large,large,126.40928148,29.0150469637
9,16:08:27,consolidation,large,large,127.08146833,28.8311519501
9,16:08:28,consolidation,large,large,114.84761434,28.5034038305
9,16:08:29,consolidation,large,large,119.957320582,29.2515284308
9,16:08:30,consolidation,large,large,130.213851258,28.6125396388
9,16:08:31,consolidation,large,large,136.873793677,29.4631284196
9,16:08:32,consolidation,large,large,134.133349141,28.8138167007
9,16:08:33,consolidation,large,large,136.096408085,28.5279836629
9,16:08:34,consolidation,large,large,135.913627735,29.1111898352
9,16:08:35,consolidation,large,large,139.326829054,28.5154599743
9,16:08:36,consolidation,large,large,130.529828416,29.2427369192
9,16:08:37,consolidation,large,large,138.28594977,28.8665295155
9,16:08:38,consolidation,large,large,139.632401661,28.8305008952
9,16:08:39,consolidation,large,large,131.162715345,29.0870173371
9,16:08:40,consolidation,large,large,133.980537313,29.290024878
9,16:08:41,consolidation,large,large,132.389541251,29.269033227
9,16:08:42,consolidation,large,large,133.336344736,29.0466105428
