rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
10,19:16:02,consolidation,large,small,83.5693911275,28.6158562819
10,19:16:03,consolidation,large,small,86.9870710586,28.7907426076
10,19:16:04,consolidation,large,small,89.3367379176,28.5028746025
10,19:16:05,consolidation,large,small,72.0611824434,29.3813246767
10,19:16:06,consolidation,large,small,78.8532184089,29.0689705053
10,19:16:07,consolidation,large,small,89.1568841405,29.1750322698
10,19:16:08,consolidation,large,small,87.3660251059,28.7196057807
10,19:16:09,consolidation,large,small,75.9619618564,28.7301966484
10,19:16:10,consolidation,large,small,73.8272098148,29.4405445092
10,19:16:11,consolidation,large,small,84.2354003731,28.7840560461
10,19:16:12,consolidation,large,small,73.5286770393,28.942375223
10,19:16:13,consolidation,large,small,86.1508278066,28.9240109191
10,19:16:14,consolidation,large,small,70.6348456492,29.2001426586
10,19:16:15,consolidation,large,small,72.0375982669,28.9244546474
10,19:16:16,consolidation,large,small,81.5694322192,28.9204825149
10,19:16:17,consolidation,large,small,71.6891446879,28.9444133158
10,19:16:18,consolidation,large,small,81.2849187788,28.6405548517
10,19:16:19,consolidation,large,small,129.824446306,29.2072055627
10,19:16:20,consolidation,large,small,125.870157142,28.8842793926
10,19:16:21,consolidation,large,small,123.614938276,29.3605521982
10,19:16:22,consolidation,large,small,111.875252154,29.3777976514
10,19:16:23,consolidation,large,small,113.397189838,29.0136904648
10,19:16:24,consolidation,large,small,114.568809685,28.9432402271
10,19:16:25,consolidation,large,small,128.466052288,29.4745735136
10,19:16:26,consolidation,large,small,110.449358438,28.8274855502
10,19:16:27,consolidation,large,small,113.82504291,29.249923442
10,19:16:28,consolidation,large,small,111.982773473,29.3575009256
10,19:16:29,consolidation,large,small,112.320378052,29.3217555361
10,19:16:30,consolidation,large,small,121.713281966,29.3679393402
10,19:16:31,consolidation,large,small,117.87555538,28.6581199349
10,19:16:32,consolidation,large,small,116.400460107,29.3784236028
10,19:16:33,consolidation,large,small,120.88623531,29.4974435217
10,19:16:34,consolidation,large,small,126.099398314,29.3047999985
10,19:16:35,consolidation,large,small,119.712528623,29.0107296552
10,19:16:36,consolidation,large,small,111.334439014,28.9854925312
10,19:16:37,consolidation,large,small,115.125404487,29.4468258177
10,19:16:38,consolidation,large,small,128.040422661,29.0595802976
10,19:16:39,consolidation,large,small,116.537466887,28.5798985664
10,19:16:40,consolidation,large,small,125.756419542,28.6829660692
10,19:16:41,consolidation,large,small,125.309646946,29.4407375981
10,19:16:42,consolidation,large,small,123.527088164,29.2127631792
10,19:16:43,consolidation,large,small,132.86014056,28.7239388339
10,19:16:44,consolidation,large,small,131.611833733,28.5913554092
10,19:16:45,consolidation,large,small,133.729990327,29.1022046262
10,19:16:46,consolidation,large,small,139.086281121,29.2248798173
10,19:16:47,consolidation,large,small,130.763177104,28.6913968894
10,19:16:48,consolidation,large,small,137.513207674,28.8403099921
10,19:16:49,consolidation,large,small,135.59180559,29.2119749571
10,19:16:50,consolidation,large,small,131.359984309,29.2234375631
10,19:16:51,consolidation,large,small,139.528822446,29.1073707863
10,19:16:52,consolidation,large,small,138.49424452,29.2825765234
10,19:16:53,consolidation,large,small,133.456365642,29.0760128722
10,19:16:54,consolidation,large,small,136.484187306,29.4440073289
10,19:16:55,consolidation,large,small,134.640713724,29.2699075948
10,19:16:56,consolidation,large,small,132.103104244,28.6513533141
10,19:16:57,consolidation,large,small,132.981938489,29.1936164874
10,19:16:58,consolidation,large,small,139.938065099,28.7093488442
10,19:16:59,consolidation,large,small,132.037678358,29.3325166183
10,19:17:00,consolidation,large,small,134.515376587,28.5510497535
10,19:17:01,consolidation,large,small,135.457216304,28.8014546466
10,19:17:02,consolidation,large,small,131.264979652,29.466296656
10,19:17:03,consolidation,large,small,136.483717623,29.0237789724
10,19:17:04,consolidation,large,small,136.287852301,28.946701462
10,19:17:05,consolidation,large,small,135.897425561,29.4035933678
10,19:17:06,consolidation,large,small,138.087234206,29.3973941035
10,19:17:07,consolidation,large,small,136.08674955,28.8422901962
