rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
7,00:18:48,spread,large,small,120.560153457,28.163638445
7,00:18:49,spread,large,small,126.115629123,26.5439204013
7,00:18:50,spread,large,small,136.030543386,28.1941366678
7,00:18:51,spread,large,small,131.101314275,27.3081628867
7,00:18:52,spread,large,small,133.375335506,27.7620274328
7,00:18:53,spread,large,small,131.94952238,26.5699015272
7,00:18:54,spread,large,small,130.284728083,27.3032307512
7,00:18:55,spread,large,small,122.434505743,26.6043209712
7,00:18:56,spread,large,small,138.756396833,27.2066266097
7,00:18:57,spread,large,small,133.206044574,27.6890205893
7,00:18:58,spread,large,small,137.879239387,27.6393471487
7,00:18:59,spread,large,small,131.208286768,28.0660089811
7,00:19:00,spread,large,small,134.095822555,26.8082550003
7,00:19:01,spread,large,small,188.975216395,27.6052654109
7,00:19:02,spread,large,small,187.359015934,28.1132883282
7,00:19:03,spread,large,small,173.769817819,28.2688475011
7,00:19:04,spread,large,small,181.466739253,28.0318709895
7,00:19:05,spread,large,small,181.567179273,26.7872065946
7,00:19:06,spread,large,small,188.356610231,28.3084817511
7,00:19:07,spread,large,small,184.928144174,28.3654011488
7,00:19:08,spread,large,small,201.257999053,27.5878567311
7,00:19:09,spread,large,small,207.851654083,28.3046939261
7,00:19:10,spread,large,small,204.50650394,27.1728869659
7,00:19:11,spread,large,small,206.601301369,26.9075193572
7,00:19:12,spread,large,small,201.203185577,26.8669107422
7,00:19:13,spread,large,small,205.050354192,26.6020524946
7,00:19:14,spread,large,small,203.925672256,26.8323945193
7,00:19:15,spread,large,small,200.467421019,28.3070469467
7,00:19:16,spread,large,small,205.224511813,27.312850062
7,00:19:17,spread,large,small,207.980233983,27.7892331501
