rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
21,21:03:07,spread,large,large,130.030049447,27.4144618641
21,21:03:08,spread,large,large,123.626279769,27.7934620273
21,21:03:09,spread,large,large,126.333787623,28.3144163171
21,21:03:10,spread,large,large,128.017889423,26.7803893597
21,21:03:11,spread,large,large,133.851396548,28.3210361523
21,21:03:12,spread,large,large,139.926313817,27.7208477398
21,21:03:13,spread,large,large,127.92141547,27.5560024614
21,21:03:14,spread,large,large,124.90749915,26.8845536994
21,21:03:15,spread,large,large,126.309688538,28.4351646304
21,21:03:16,spread,large,large,136.732021055,27.1802796736
21,21:03:17,spread,large,large,170.900843529,27.2152079865
21,21:03:18,spread,large,large,179.611588925,27.4037564925
21,21:03:19,spread,large,large,170.724478204,27.0650742927
21,21:03:20,spread,large,large,179.505891379,26.7828026333
21,21:03:21,spread,large,large,181.90433692,28.2472631684
21,21:03:22,spread,large,large,188.882551782,27.9177122652
21,21:03:23,spread,large,large,184.952751016,27.0064937212
21,21:03:24,spread,large,large,182.338936259,27.9518504842
21,21:03:25,spread,large,large,180.856553837,28.4681347231
21,21:03:26,spread,large,large,184.438158969,27.1011504864
21,21:03:27,spread,large,large,189.495765264,28.0968640028
21,21:03:28,spread,large,large,177.812277572,27.2817863806
21,21:03:29,spread,large,large,180.372443071,28.0272087986
21,21:03:30,spread,large,large,203.445381693,27.2338991701
21,21:03:31,spread,large,large,200.682055011,28.1272679445
21,21:03:32,spread,large,large,209.49709794,26.8255315907
21,21:03:33,spread,large,large,207.607282094,26.5048902541
21,21:03:34,spread,large,large,202.953117877,26.6977888514
21,21:03:35,spread,large,large,205.612576774,27.7626446774
21,21:03:36,spread,large,large,208.040707663,28.3150664765
21,21:03:37,spread,large,large,208.059260709,28.0795475082
21,21:03:38,spread,large,large,206.831981487,28.1285441565
21,21:03:39,spread,large,large,208.049871194,26.665628375
21,21:03:40,spread,large,large,202.20228267,27.1967010308
21,21:03:41,spread,large,large,209.261055622,26.7668802327
21,21:03:42,spread,large,large,200.732316864,28.1563222495
