rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
29,19:50:08,consolidation,large,small,74.9655730351,28.7196916278
29,19:50:09,consolidation,large,small,74.8501765042,29.3966021385
29,19:50:10,consolidation,large,small,74.3639842168,28.6231097965
29,19:50:11,consolidation,large,small,81.0895366432,29.4730749542
29,19:50:12,consolidation,large,small,87.4502109306,28.5165377869
29,19:50:13,consolidation,large,small,70.7424102891,29.1267424061
29,19:50:14,consolidation,large,small,78.2694972851,28.5235551039
29,19:50:15,consolidation,large,small,80.2355786518,28.674651852
29,19:50:16,consolidation,large,small,76.4235791363,29.2699189304
29,19:50:17,consolidation,large,small,86.6093172347,29.3334790293
29,19:50:18,consolidation,large,small,86.1519598444,29.0254647648
29,19:50:19,consolidation,large,small,81.0357500155,29.0163668529
29,19:50:20,consolidation,large,small,79.5539546701,28.7134952156
29,19:50:21,consolidation,large,small,81.5168899624,28.6246127214
29,19:50:22,consolidation,large,small,76.97411806,29.4256772037
29,19:50:23,consolidation,large,small,71.8338849204,28.7621513741
29,19:50:24,consolidation,large,small,89.8577588044,29.1809230185
29,19:50:25,consolidation,large,small,76.7800645048,28.6770469462
29,19:50:26,consolidation,large,small,80.5803836271,29.2216924005
29,19:50:27,consolidation,large,small,89.8300596136,28.7973513581
29,19:50:28,consolidation,large,small,73.3723903023,29.4747112347
29,19:50:29,consolidation,large,small,74.4159830991,29.1147576959
29,19:50:30,consolidation,large,small,70.4643617252,29.3588299873
29,19:50:31,consolidation,large,small,70.3897613447,29.0346010218
29,19:50:32,consolidation,large,small,76.4038925724,29.3402101602
29,19:50:33,consolidation,large,small,70.9629453513,28.5971123965
29,19:50:34,consolidation,large,small,84.1505643975,29.3855648423
29,19:50:35,consolidation,large,small,121.386833848,29.0025810225
29,19:50:36,consolidation,large,small,129.941973189,28.992722768
29,19:50:37,consolidation,large,small,113.841742871,29.2659045137
29,19:50:38,consolidation,large,small,113.86076054,29.028968208
29,19:50:39,consolidation,large,small,116.12779752,28.799609788
29,19:50:40,consolidation,large,small,128.729880251,29.3778612563
29,19:50:41,consolidation,large,small,125.550810701,28.806070148
29,19:50:42,consolidation,large,small,124.026521483,29.2253386438
29,19:50:43,consolidation,large,small,111.523243318,28.7436022596
29,19:50:44,consolidation,large,small,114.670308016,29.1828131853
29,19:50:45,consolidation,large,small,111.197069812,29.3429166649
29,19:50:46,consolidation,large,small,121.419856515,29.1003035544
29,19:50:47,consolidation,large,small,129.272643926,28.5983567155
29,19:50:48,consolidation,large,small,125.994832626,29.2557955561
29,19:50:49,consolidation,large,small,118.688569068,28.5927350045
29,19:50:50,consolidation,large,small,119.33783276,28.7754893105
29,19:50:51,consolidation,large,small,111.426580217,28.7433150131
29,19:50:52,consolidation,large,small,123.249445001,28.5383850233
29,19:50:53,consolidation,large,small,127.711191977,28.7527119042
29,19:50:54,consolidation,large,small,110.503413643,28.6575885317
29,19:50:55,consolidation,large,small,111.918680689,28.9704216749
29,19:50:56,consolidation,large,small,123.278387182,28.535966354
29,19:50:57,consolidation,large,small,138.252775621,29.341102103
29,19:50:58,consolidation,large,small,138.750894529,29.3402765194
29,19:50:59,consolidation,large,small,133.879279599,28.7583267228
29,19:51:00,consolidation,large,small,133.073755981,29.1954535756
29,19:51:01,consolidation,large,small,131.663997521,29.322128448
29,19:51:02,consolidation,large,small,137.004592888,28.9359153891
29,19:51:03,consolidation,large,small,139.185976996,29.0527684231
29,19:51:04,consolidation,large,small,138.218777724,29.1182912794
29,19:51:05,consolidation,large,small,139.384573064,28.8344356105
29,19:51:06,consolidation,large,small,138.02353363,28.7302638664
29,19:51:07,consolidation,large,small,139.296796109,28.6900984302
29,19:51:08,consolidation,large,small,138.009844896,28.6412155103
29,19:51:09,consolidation,large,small,139.548566373,29.3069194512
29,19:51:10,consolidation,large,small,136.679954097,28.6860963003
29,19:51:11,consolidation,large,small,134.186805207,28.5101725084
29,19:51:12,consolidation,large,small,132.009359721,28.5003988499
29,19:51:13,consolidation,large,small,131.209804916,28.8436332974
29,19:51:14,consolidation,large,small,138.567213753,28.7780638826
29,19:51:15,consolidation,large,small,130.410850234,28.9169497144
29,19:51:16,consolidation,large,small,131.877903137,28.5607815992
29,19:51:17,consolidation,large,small,134.354518037,28.6508870467
29,19:51:18,consolidation,large,small,137.597374628,29.1457569161
29,19:51:19,consolidation,large,small,132.072887908,29.0570112019
29,19:51:20,consolidation,large,small,133.982071368,29.0943495904
29,19:51:21,consolidation,large,small,136.677845896,28.7330655159
29,19:51:22,consolidation,large,small,132.00750962,29.2130502265
29,19:51:23,consolidation,large,small,136.748048798,29.1556125807
29,19:51:24,consolidation,large,small,131.650720085,29.0286079752
