rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
30,11:45:15,spread,small,small,136.272087569,27.5576457242
30,11:45:16,spread,small,small,134.738603328,28.0415379018
30,11:45:17,spread,small,small,123.410080067,28.303567076
30,11:45:18,spread,small,small,134.818079649,26.6435139085
30,11:45:19,spread,small,small,128.46719031,26.7633038412
30,11:45:20,spread,small,small,122.531813814,28.0400216479
30,11:45:21,spread,small,small,171.760216051,27.4615063015
30,11:45:22,spread,small,small,183.673926718,26.6662799766
30,11:45:23,spread,small,small,181.107906331,26.7159958405
30,11:45:24,spread,small,small,176.788534733,28.0815231394
30,11:45:25,spread,small,small,188.227802333,28.0348194289
30,11:45:26,spread,small,small,186.196750079,28.4234885302
30,11:45:27,spread,small,small,203.393173325,27.4515458031
30,11:45:28,spread,small,small,201.659640519,27.8135001139
30,11:45:29,spread,small,small,200.098772422,26.6719717469
30,11:45:30,spread,small,small,204.422414612,26.9718495232
