rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
11,18:30:22,consolidation,small,large,85.2586900669,28.645279879
11,18:30:23,consolidation,small,large,85.8517482087,29.1913614649
11,18:30:24,consolidation,small,large,72.87220875,28.6701935336
11,18:30:25,consolidation,small,large,73.1085632461,29.3913277857
11,18:30:26,consolidation,small,large,72.2092597048,28.7708942788
11,18:30:27,consolidation,small,large,86.3126531394,28.5965703123
11,18:30:28,consolidation,small,large,85.0199416621,29.063093414
11,18:30:29,consolidation,small,large,77.6389235685,29.4548817588
11,18:30:30,consolidation,small,large,70.5129193373,28.5380246082
11,18:30:31,consolidation,small,large,78.8002496127,29.1322497723
11,18:30:32,consolidation,small,large,82.5822272101,29.3431603348
11,18:30:33,consolidation,small,large,81.2458827336,29.1163463799
11,18:30:34,consolidation,small,large,75.119820405,29.2921876914
11,18:30:35,consolidation,small,large,71.2321595678,29.1808370393
11,18:30:36,consolidation,small,large,84.7912376393,28.6941833341
11,18:30:37,consolidation,small,large,85.3850913209,28.5235765452
11,18:30:38,consolidation,small,large,119.491227727,29.461548396
11,18:30:39,consolidation,small,large,124.098515102,29.2908210878
11,18:30:40,consolidation,small,large,122.270699248,29.0723271228
11,18:30:41,consolidation,small,large,128.582433133,29.3089614152
11,18:30:42,consolidation,small,large,118.86163601,29.3435424264
11,18:30:43,consolidation,small,large,124.821116551,28.5014038711
11,18:30:44,consolidation,small,large,114.279928637,29.4246779784
11,18:30:45,consolidation,small,large,122.103009125,29.3093608049
11,18:30:46,consolidation,small,large,127.096356607,29.1189349784
11,18:30:47,consolidation,small,large,119.255855105,28.9386987364
11,18:30:48,consolidation,small,large,125.85925024,29.3182123136
11,18:30:49,consolidation,small,large,133.975292423,28.9957891994
11,18:30:50,consolidation,small,large,132.074122206,28.9883140607
11,18:30:51,consolidation,small,large,137.768220298,29.1544904942
11,18:30:52,consolidation,small,large,138.475355968,28.8391667111
11,18:30:53,consolidation,small,large,137.114878897,29.1335376601
11,18:30:54,consolidation,small,large,134.597824938,28.5773412559
11,18:30:55,consolidation,small,large,131.225881475,28.7180709663
11,18:30:56,consolidation,small,large,130.858949219,28.8949453721
11,18:30:57,consolidation,small,large,138.723106282,28.8103085243
11,18:30:58,consolidation,small,large,135.682373155,28.6596192716
11,18:30:59,consolidation,small,large,130.897368417,29.2753722238
11,18:31:00,consolidation,small,large,136.244210799,28.8013536517
11,18:31:01,consolidation,small,large,139.820923938,28.6209050491
11,18:31:02,consolidation,small,large,138.433221166,29.330131618
11,18:31:03,consolidation,small,large,136.342187618,29.334384164
11,18:31:04,consolidation,small,large,139.189635181,28.5339982008
11,18:31:05,consolidation,small,large,133.933899674,29.1990897144
11,18:31:06,consolidation,small,large,133.443175136,28.8821250178
11,18:31:07,consolidation,small,large,132.913113231,29.2884954821
