rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
17,18:38:42,consolidation,small,large,82.3945218026,29.2868072005
17,18:38:43,consolidation,small,large,72.1569783225,29.491493629
17,18:38:44,consolidation,small,large,71.4851479277,28.9041347309
17,18:38:45,consolidation,small,large,89.0705215623,29.3649628651
17,18:38:46,consolidation,small,large,87.5458203893,28.6983482463
17,18:38:47,consolidation,small,large,70.5904976186,28.7111038443
17,18:38:48,consolidation,small,large,89.4920323157,29.4022295484
17,18:38:49,consolidation,small,large,78.9695351404,29.1744005233
17,18:38:50,consolidation,small,large,72.6682785931,29.0274486629
17,18:38:51,consolidation,small,large,78.5628662231,29.0532069984
17,18:38:52,consolidation,small,large,87.7018958402,29.2907875237
17,18:38:53,consolidation,small,large,124.085959741,29.4549796152
17,18:38:54,consolidation,small,large,124.145747665,29.0828516335
17,18:38:55,consolidation,small,large,127.461096622,28.7125354712
17,18:38:56,consolidation,small,large,128.951420923,29.1487008364
17,18:38:57,consolidation,small,large,129.28341015,28.5211164765
17,18:38:58,consolidation,small,large,117.444524733,28.8407310332
17,18:38:59,consolidation,small,large,129.68261793,28.6215267955
17,18:39:00,consolidation,small,large,110.325115452,28.7994854905
17,18:39:01,consolidation,small,large,123.246025897,29.1344356788
17,18:39:02,consolidation,small,large,113.870917228,29.1701488098
17,18:39:03,consolidation,small,large,137.589077078,28.700248768
17,18:39:04,consolidation,small,large,138.577142695,28.6415624999
17,18:39:05,consolidation,small,large,136.936920052,28.7177434748
17,18:39:06,consolidation,small,large,137.442507833,28.708736982
17,18:39:07,consolidation,small,large,132.883563767,29.2514407118
17,18:39:08,consolidation,small,large,133.548124027,28.7072439238
17,18:39:09,consolidation,small,large,139.237687227,29.421720986
17,18:39:10,consolidation,small,large,134.268481979,28.8946685856
17,18:39:11,consolidation,small,large,136.252754227,28.8808562137
17,18:39:12,consolidation,small,large,135.206333913,28.9371426969
17,18:39:13,consolidation,small,large,136.596583073,29.3278056846
17,18:39:14,consolidation,small,large,131.36545808,29.1967299212
17,18:39:15,consolidation,small,large,135.623157429,29.3461873163
17,18:39:16,consolidation,small,large,132.161899574,28.9696701152
17,18:39:17,consolidation,small,large,139.699206242,28.8443529138
17,18:39:18,consolidation,small,large,136.671657479,28.5120985931
17,18:39:19,consolidation,small,large,133.94091568,29.0160782699
