rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
14,20:54:47,spread,large,large,123.240156148,26.7225257307
14,20:54:48,spread,large,large,122.348507954,27.7039059855
14,20:54:49,spread,large,large,129.190904318,27.196270668
14,20:54:50,spread,large,large,126.390932223,28.1281090043
14,20:54:51,spread,large,large,123.006508107,26.8933727448
14,20:54:52,spread,large,large,120.760248093,28.217587229
14,20:54:53,spread,large,large,126.247303148,28.3226113472
14,20:54:54,spread,large,large,135.27587105,28.461167831
14,20:54:55,spread,large,large,135.018062463,28.4318858134
14,20:54:56,spread,large,large,131.695903159,27.655512176
14,20:54:57,spread,large,large,130.83133469,27.0044400018
14,20:54:58,spread,large,large,124.672332974,27.019131794
14,20:54:59,spread,large,large,120.833965416,27.098938299
14,20:55:00,spread,large,large,123.200049467,28.1650121894
14,20:55:01,spread,large,large,123.760761316,28.4819024886
14,20:55:02,spread,large,large,177.400322387,27.3565942881
14,20:55:03,spread,large,large,171.826767889,27.9605431361
14,20:55:04,spread,large,large,181.399331788,27.1995143324
14,20:55:05,spread,large,large,180.410329924,27.1957078985
14,20:55:06,spread,large,large,173.927737169,27.0063786866
14,20:55:07,spread,large,large,176.12326655,28.3961296002
14,20:55:08,spread,large,large,183.909897677,28.4162160556
14,20:55:09,spread,large,large,176.411847325,28.0684615661
14,20:55:10,spread,large,large,187.107265821,27.2803198334
14,20:55:11,spread,large,large,204.913271161,27.8128217462
14,20:55:12,spread,large,large,208.431258108,28.0286500279
14,20:55:13,spread,large,large,204.427256799,27.0112929051
14,20:55:14,spread,large,large,202.383003335,28.2419159769
14,20:55:15,spread,large,large,206.531255247,27.8826221602
14,20:55:16,spread,large,large,208.598435913,27.3491326768
14,20:55:17,spread,large,large,205.459589033,28.0446273392
14,20:55:18,spread,large,large,208.084872664,28.1836296277
14,20:55:19,spread,large,large,202.282189782,27.460347429
