rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
8,16:06:22,consolidation,large,large,78.2304656982,29.1881410227
8,16:06:23,consolidation,large,large,79.6279284534,29.3001672021
8,16:06:24,consolidation,large,large,76.0119344454,28.6692347722
8,16:06:25,consolidation,large,large,89.9204573916,28.5604246316
8,16:06:26,consolidation,large,large,71.5374897117,28.881087087
8,16:06:27,consolidation,large,large,70.6665326541,29.1740130062
8,16:06:28,consolidation,large,large,84.7573300135,29.2287327668
8,16:06:29,consolidation,large,large,70.7669334777,28.613922042
8,16:06:30,consolidation,large,large,85.3402422127,29.0854952167
8,16:06:31,consolidation,large,large,84.9302970168,28.7693092738
8,16:06:32,consolidation,large,large,85.288783288,28.9848148921
8,16:06:33,consolidation,large,large,85.8644620084,28.9778050415
8,16:06:34,consolidation,large,large,88.8802817353,28.7386482813
8,16:06:35,consolidation,large,large,87.5016677523,28.7342937882
8,16:06:36,consolidation,large,large,82.1310022845,29.3108342829
8,16:06:37,consolidation,large,large,122.491863904,28.8104496858
8,16:06:38,consolidation,large,large,113.021573634,28.916983221
8,16:06:39,consolidation,large,large,129.194598277,29.3351742603
8,16:06:40,consolidation,large,large,121.647804304,28.5579353584
8,16:06:41,consolidation,large,large,125.071555593,29.0861955638
8,16:06:42,consolidation,large,large,125.087337364,28.8754800856
8,16:06:43,consolidation,large,large,125.974962296,29.495931659
8,16:06:44,consolidation,large,large,124.245145349,29.4822248214
8,16:06:45,consolidation,large,large,114.188723169,29.3292150814
8,16:06:46,consolidation,large,large,113.974778942,29.1297304422
8,16:06:47,consolidation,large,large,119.553448684,29.1655169448
8,16:06:48,consolidation,large,large,123.917163471,28.6525578226
8,16:06:49,consolidation,large,large,128.569871124,29.1302256669
8,16:06:50,consolidation,large,large,136.287997985,28.5464552836
8,16:06:51,consolidation,large,large,136.99365765,29.4992195684
8,16:06:52,consolidation,large,large,139.033830667,29.4081441404
8,16:06:53,consolidation,large,large,133.956907812,29.0963969332
8,16:06:54,consolidation,large,large,136.374594038,29.4060922549
8,16:06:55,consolidation,large,large,133.053142497,29.0088954756
8,16:06:56,consolidation,large,large,132.366847941,28.8331759745
8,16:06:57,consolidation,large,large,131.573953366,28.6442624666
8,16:06:58,consolidation,large,large,130.737643162,29.1108400034
8,16:06:59,consolidation,large,large,138.656727439,29.2775628916
8,16:07:00,consolidation,large,large,131.669932428,29.3573959277
8,16:07:01,consolidation,large,large,132.820196331,28.7199012224
8,16:07:02,consolidation,large,large,130.344899915,29.4400388539
8,16:07:03,consolidation,large,large,132.909521159,29.2546112208
8,16:07:04,consolidation,large,large,136.633188857,28.7758574979
8,16:07:05,consolidation,large,large,139.288595382,29.0162478858
8,16:07:06,consolidation,large,large,130.676349275,28.9049154024
8,16:07:07,consolidation,large,large,135.416519807,28.6738950191
8,16:07:08,consolidation,large,large,133.293086724,28.8390203458
8,16:07:09,consolidation,large,large,136.966357244,29.2121175197
