rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
5,16:01:37,consolidation,large,large,86.9751023246,29.1514040962
5,16:01:38,consolidation,large,large,78.3965670537,28.5334122633
5,16:01:39,consolidation,large,large,80.1674485674,29.3683983966
5,16:01:40,consolidation,large,large,86.2043221492,29.1528926568
5,16:01:41,consolidation,large,large,89.8880492797,29.3933381141
5,16:01:42,consolidation,large,large,71.9318715329,28.9390936605
5,16:01:43,consolidation,large,large,77.1926162266,29.4721868248
5,16:01:44,consolidation,large,large,83.4424313627,28.744098219
5,16:01:45,consolidation,large,large,73.2431867891,28.5739255481
5,16:01:46,consolidation,large,large,80.3995972137,29.2081962877
5,16:01:47,consolidation,large,large,72.2704828934,28.9138229243
5,16:01:48,consolidation,large,large,83.3827419188,29.3881086
5,16:01:49,consolidation,large,large,87.0760642107,29.0698296804
5,16:01:50,consolidation,large,large,85.3407388273,28.7141517635
5,16:01:51,consolidation,large,large,73.9002399855,29.2433571811
5,16:01:52,consolidation,large,large,128.455366444,29.172789344
5,16:01:53,consolidation,large,large,121.694645533,29.4861023019
5,16:01:54,consolidation,large,large,124.508298143,28.8419341587
5,16:01:55,consolidation,large,large,128.230060841,28.7089354631
5,16:01:56,consolidation,large,large,120.981778448,29.1905384512
5,16:01:57,consolidation,large,large,110.613377583,29.1557362333
5,16:01:58,consolidation,large,large,128.52161359,29.2368339988
5,16:01:59,consolidation,large,large,120.236114807,28.7268324507
5,16:02:00,consolidation,large,large,117.002559944,29.3437276213
5,16:02:01,consolidation,large,large,121.554089376,28.855931665
5,16:02:02,consolidation,large,large,115.093967099,28.739576261
5,16:02:03,consolidation,large,large,117.314306297,29.0989772469
5,16:02:04,consolidation,large,large,129.319678661,28.7827551593
5,16:02:05,consolidation,large,large,128.127427752,29.30727976
5,16:02:06,consolidation,large,large,127.597009742,28.6879801048
5,16:02:07,consolidation,large,large,111.127711271,28.5666804704
5,16:02:08,consolidation,large,large,117.904844461,28.8640455227
5,16:02:09,consolidation,large,large,126.947196412,29.470108344
5,16:02:10,consolidation,large,large,125.622293393,28.6339453476
5,16:02:11,consolidation,large,large,113.705564598,29.0122269204
5,16:02:12,consolidation,large,large,129.46786246,28.6185148028
5,16:02:13,consolidation,large,large,112.095568791,29.0028250602
5,16:02:14,consolidation,large,large,114.684985432,28.8566714164
5,16:02:15,consolidation,large,large,131.882259404,28.6306035659
5,16:02:16,consolidation,large,large,139.039555638,28.5990275156
5,16:02:17,consolidation,large,large,138.891283026,28.6547313689
5,16:02:18,consolidation,large,large,137.198725637,28.8985887009
5,16:02:19,consolidation,large,large,137.512199478,29.1238752155
5,16:02:20,consolidation,large,large,138.004500108,29.2287609964
5,16:02:21,consolidation,large,large,131.211468178,28.941118117
5,16:02:22,consolidation,large,large,133.517742375,29.3206194462
5,16:02:23,consolidation,large,large,133.490686738,28.7215179581
5,16:02:24,consolidation,large,large,139.178211472,29.4649385453
5,16:02:25,consolidation,large,large,139.410924774,28.8226880214
5,16:02:26,consolidation,large,large,139.582126866,29.0425258737
5,16:02:27,consolidation,large,large,139.217802665,28.5982462789
5,16:02:28,consolidation,large,large,131.859411288,28.9832898526
5,16:02:29,consolidation,large,large,133.360857193,29.180960232
5,16:02:30,consolidation,large,large,139.173226984,28.6223579436
5,16:02:31,consolidation,large,large,133.19729639,29.304247438
5,16:02:32,consolidation,large,large,131.659095093,29.0192303407
5,16:02:33,consolidation,large,large,135.398697095,29.4641839103
