rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
17,00:31:36,spread,large,small,137.151329063,28.0636499704
17,00:31:37,spread,large,small,120.13614789,26.9689612223
17,00:31:38,spread,large,small,139.274642794,27.1301157174
17,00:31:39,spread,large,small,121.734724063,27.669368611
17,00:31:40,spread,large,small,128.525969321,26.8303931616
17,00:31:41,spread,large,small,123.282229112,28.2287210776
17,00:31:42,spread,large,small,129.686912978,26.7825344914
17,00:31:43,spread,large,small,135.819764131,28.2826135336
17,00:31:44,spread,large,small,138.193784956,27.6705404638
17,00:31:45,spread,large,small,122.693979093,27.64830611
17,00:31:46,spread,large,small,120.661303391,27.5915149013
17,00:31:47,spread,large,small,126.272920339,26.5689229014
17,00:31:48,spread,large,small,138.045996525,27.4269516657
17,00:31:49,spread,large,small,174.127375574,27.538627664
17,00:31:50,spread,large,small,172.001885208,28.2789993731
17,00:31:51,spread,large,small,174.788898999,28.4019655045
17,00:31:52,spread,large,small,186.356626749,26.6991727523
17,00:31:53,spread,large,small,183.851621012,27.4681273202
17,00:31:54,spread,large,small,174.890481748,28.1488016742
17,00:31:55,spread,large,small,177.014192127,27.2772854583
17,00:31:56,spread,large,small,180.810331845,28.3295491382
17,00:31:57,spread,large,small,172.43892569,28.0844107214
17,00:31:58,spread,large,small,188.042233658,28.436000898
17,00:31:59,spread,large,small,208.358054894,27.2333369011
17,00:32:00,spread,large,small,200.574166355,28.0028343236
17,00:32:01,spread,large,small,201.917046526,27.1847904278
17,00:32:02,spread,large,small,204.371399483,26.7033420701
17,00:32:03,spread,large,small,209.753779855,28.1506933868
17,00:32:04,spread,large,small,206.909578423,26.5723771344
17,00:32:05,spread,large,small,201.845496384,27.5499525178
17,00:32:06,spread,large,small,200.494004548,27.4130793583
17,00:32:07,spread,large,small,205.461811108,27.0951195403
17,00:32:08,spread,large,small,206.635118181,28.0338692023
17,00:32:09,spread,large,small,208.422980526,28.4024624172
17,00:32:10,spread,large,small,202.563789652,27.1973513256
17,00:32:11,spread,large,small,203.318008603,26.7259330724
17,00:32:12,spread,large,small,204.133871334,27.0434869268
