rep_id,time,placement_policy,workload_size,vm_size,host_power,host_temperature
12,00:25:15,spread,large,small,120.136155387,28.2587600493
12,00:25:16,spread,large,small,136.513178304,27.5703046112
12,00:25:17,spread,large,small,131.042323669,28.4657457866
12,00:25:18,spread,large,small,137.331225686,27.3384456742
12,00:25:19,spread,large,small,130.275808797,27.0504523618
12,00:25:20,spread,large,small,131.391525255,28.0963607319
12,00:25:21,spread,large,small,134.380602455,27.4796736437
12,00:25:22,spread,large,small,136.314784809,27.8089945945
12,00:25:23,spread,large,small,124.467806452,26.6019670825
12,00:25:24,spread,large,small,177.28069289,27.1183092506
12,00:25:25,spread,large,small,175.981410869,27.8762408824
12,00:25:26,spread,large,small,185.923825088,26.5342642201
12,00:25:27,spread,large,small,189.76327797,28.458817516
12,00:25:28,spread,large,small,188.880924338,26.6999574581
12,00:25:29,spread,large,small,180.537534999,27.7878223729
12,00:25:30,spread,large,small,182.291371491,28.2308884713
12,00:25:31,spread,large,small,171.27610548,27.1655377665
12,00:25:32,spread,large,small,201.223379299,26.9849332188
12,00:25:33,spread,large,small,207.739392618,27.833078556
12,00:25:34,spread,large,small,201.301035402,27.570264732
12,00:25:35,spread,large,small,207.666937097,26.5295412855
12,00:25:36,spread,large,small,200.901307648,27.1936318303
12,00:25:37,spread,large,small,200.944310126,27.8345862784
12,00:25:38,spread,large,small,206.84594755,26.9345015524
